Nhóm ngành,Ngành,Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn 2024
Tài nguyên - Môi trường,Quản lý đất đai,Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,7850103,Quản lý đất đai,A00; B00; C15; D01,16
Tài nguyên - Môi trường,Quản lý đất đai,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7850103,Quản lý đất đai,A00; A01; B00; D01,17.5
Tài nguyên - Môi trường,Quản lý đất đai,Trường Đại Học Nông Lâm – Đại Học Huế,7850103,Quản lý đất đai,A00; B00; C00; C04,15
Tài nguyên - Môi trường,Quản lý đất đai,Trường Đại Học Nông Lâm – Đại Học Thái Nguyên,7850103,Quản lý đất đai,A00; A01; D10; B00,15
Tài nguyên - Môi trường,Quản lý đất đai,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,7850103,Quản lý đất đai,A00; A01; B00; D01,15
Tài nguyên - Môi trường,Quản lý đất đai,Trường Đại học Nông Lâm Bắc Giang,7850103,Quản lý đất đai,A00; A01; B00; D01,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Đại Học Kinh Tế Quốc Dân,7850101,Quản lý tài nguyên và môi trường,A00; A01; D01; D07,26.76
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Đại Học Bách Khoa Hà Nội,EV2,Quản lý Tài nguyên và Môi trường,A00; B00; D07,21.78
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Công Nghiệp TPHCM,7850101,Quản lý tài nguyên và môi trường,B00; C02; D90; D96,19
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Công Thương TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; A01; D07; B00,17
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Thủ Dầu Một,7850101,Quản lý Tài nguyên và Môi trường,A00; D01; B00; B08,18.5
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; B00; B08; D07,22
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,QHT20,Quản lý tài nguyên và môi trường,A00; A01; D10; D07,21.5
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Cần Thơ,7850101,Quản lý tài nguyên và môi trường,A00; A01; B00; D07,18
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Sư Phạm – Đại Học Đà Nẵng,7850101,Quản lý tài nguyên và môi trường,B00; C04; A00; B03,21.15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Bách Khoa – Đại Học Đà Nẵng,7850101,Quản lý tài nguyên và môi trường,A00; D07; B00,18.45
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Vinh,7850101,Quản lý tài nguyên và môi trường,A00; B00; D01; B08,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học An Giang - Đại học Quốc gia TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; B00; C15; D01,21.41
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Đồng Tháp,7850101,Quản lý tài nguyên và môi trường,A00; B00; D07; D08,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Quy Nhơn,7850101,QL tài nguyên và môi trường,A00; B00; C04; D01,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Hạ Long,7850101,Quản lý tài nguyên và môi trường,A00; B00; D01; D10,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Quảng Bình,7850101,Quản lý tài nguyên và môi trường,A00; B03; C04; D01,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,7850101,Quản lý tài nguyên và Môi trường,A00; B00; D01; D15,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,7850101PH,Quản lý tài nguyên và Môi trường,A00; B00; D01; D15,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Trà Vinh,7850101,Quản lý tài nguyên và môi trường,A00; B00; B02; B08,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Nông Lâm TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; A01; B00; D07,20
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Mỏ Địa Chất,7850101,Quản lý tài nguyên và môi trường,A00; B00; C04; D01,21.5
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,7850101,Quản lý tài nguyên và môi trường,A00; B00; C00; D01,19
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Nguyễn Tất Thành,7850101,Quản lý tài nguyên và môi trường,A00; B00; D07; D90,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Đại Học Duy Tân,7850101,Quản lý tài nguyên và môi trường,A00; A16; B00; C15,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Nam Cần Thơ,7850101,Quản lý tài nguyên và môi trường,A00; A02; B00; C08,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Công Nghệ TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; B00; C08; D07,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Lâm nghiệp,7850101,Quản lý tài nguyên và Môi trường,A00; A16; B00; D01,16.3
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Khoa Học – Đại Học Huế,7850101,Quản lý tài nguyên và môi trường,B00; C04; D01; D10,15.5
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Khoa Học – Đại Học Thái Nguyên,7850101,Quản lý Tài nguyên và Môi trường,A00; B00; C20; D01,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,7850101,Quản lí tài nguyên & môi trường,A00; B00; C15; D01,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; A01; A02; B00,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Khoa Quốc Tế - Đại Học Thái Nguyên,7850101,Quản lý tài nguyên và môi trường (Chương trình tiên tiến),B00; B08; D10; D01,17
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Nông Lâm – Đại Học Thái Nguyên,7850101,Quản lý tài nguyên và môi trường,C00; D14; B00; A01,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Nông Lâm Bắc Giang,7850101,Quản lý tài nguyên và môi trường,A01; B00; D01; C20,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại Học Tây Bắc,7850101,Quản lý tài nguyên và môi trường,A00; A01; B00; A02,15
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,7850101,Quản lý tài nguyên và môi trường,A00; B00; C02; D01,16
Tài nguyên - Môi trường,Quản lý tài nguyên và môi trường,Trường Đại học Kiên Giang,7850101,Quản lý tài nguyên môi trường,A09; B04; C20; D15,17
Tài nguyên - Môi trường,Tài nguyên và Môi trường,Trường Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,125,Tài nguyên và Môi trường,A00; A01; B00; D07,61.98
Tài nguyên - Môi trường,Tài nguyên và Môi trường,Trường Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,225,Tài nguyên và Môi trường,A00; A01; B00; D07,61.59
Tài nguyên - Môi trường,Tài nguyên và Môi trường,Trường Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,QHT92,Tài nguyên và môi trường nước,A00; A01; B00; D07,20
Tài nguyên - Môi trường,Quản lý tài nguyên,Trường Khoa học liên ngành và Nghệ thuật - Đại học Quốc gia Hà Nội,7900205,QUẢN TRỊ TÀI NGUYÊN DI SẢN,A01,24.1
Tài nguyên - Môi trường,Quản lý tài nguyên,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,7850198,Quản lý tài nguyên nước,A00; A01; B00; D01,15
Tài nguyên - Môi trường,Quản lý tài nguyên,Trường Đại Học Lâm nghiệp,7850106,Quản lý tài nguyên thiên nhiên,B08; D01; D07; D10,16.4
Tài nguyên - Môi trường,Quản lý tài nguyên,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7850195,Quản lý tổng hợp tài nguyên nước,A00; A01; B00; D01,15
Tài nguyên - Môi trường,Quản lý tài nguyên,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7850197,Quản lý tài nguyên và môi trường biển đảo,A00; A01; B00; D01,15
Tài nguyên - Môi trường,"Bảo hộ, an toàn lao động",Trường Đại học Thủ Đô Hà Nội,7850201,Bảo hộ lao động,A00; A01; D01; D07,26.5
Tài nguyên - Môi trường,"Bảo hộ, an toàn lao động",Trường Đại Học Tôn Đức Thắng,7850201,Bảo hộ lao động,A00; B00; D07; A01,22
Tài nguyên - Môi trường,"Bảo hộ, an toàn lao động",Trường Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,QHT82,"Môi trường, sức khoẻ và an toàn",A00; A01; B00; D07,20
Tài nguyên - Môi trường,"Bảo hộ, an toàn lao động",Trường Đại Học Mỏ Địa Chất,7850202,"An toàn, Vệ sinh lao động",A00; A01; D01; B00,18
Tài nguyên - Môi trường,"Bảo hộ, an toàn lao động",Trường Đại Học Khoa Học – Đại Học Huế,7850105,"Quản lý an toàn, sức khỏe và môi trường",A00; B00; D07; D15,15
Tài nguyên - Môi trường,Kỹ thuật khí thiên nhiên,Trường Đại Học Mỏ Địa Chất,7520605,Kỹ thuật khí thiên nhiên,A00; A01; D01; D07,16
Tài nguyên - Môi trường,Quản lý biển,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,7850199,Quản lý biển,A00; A01; B00; D01,15
Tâm lý,Tâm lý học,Trường Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội,QHX19,Tâm lý học,A01,26.47
Tâm lý,Tâm lý học,Trường Đại Học Bà Rịa – Vũng Tàu,7310401C1,Tham vấn và trị liệu tâm lý (ngành Tâm lý học),A01; C00; C20; D01,15
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Sư Phạm TPHCM,7310403,Tâm lý học giáo dục,A00; C00; D01,26.03
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310403,Tâm lý học giáo dục,B00,24.2
Tâm lý,Tâm lý học giáo dục,Đại Học Sư Phạm - Đại Học Thái Nguyên,7310403,Tâm lý học giáo dục,B00; C00; C14; C20,27.08
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Sư Phạm – Đại Học Huế,7310403,Tâm lý học giáo dục,B00; C00; C20; D01,23.8
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Sư Phạm Hà Nội 2,7310403,Tâm lý học giáo dục,C00; C19; D01; B00,26.68
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,7310403V,Tâm lý học giáo dục (đào tạo bằng tiếng Việt),C00; C20; D01; D14,25.15
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Vinh,7310403,Tâm lý học giáo dục,C00; D01; A00; A01,22
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Đồng Tháp,7310403,Tâm lý học giáo dục,A00; C00; C19; D01,24.2
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Tây Nguyên,7310403,Tâm lý học giáo dục,C00; C03; D01; D14,23.25
Tâm lý,Tâm lý học giáo dục,Trường Đại Học Quy Nhơn,7310403,Tâm lý học giáo dục,A00; C00; C19; D01,23
Tâm lý,Tâm lý học giáo dục,Học Viện Quản Lý Giáo Dục,7310403,Tâm lý học giáo dục,A00; B00; C00; D01,20
Thể dục - Thể thao,Huấn luyện thể thao,Trường Đại Học Thể Dục Thể Thao TPHCM,7810302,Huấn luyện thể thao,T00; T04; T05; T06,24
Thể dục - Thể thao,Huấn luyện thể thao,Trường Đại Học Thể Dục Thể Thao Bắc Ninh,7810302,Huấn luyện thể thao,T00; T01; T02; T05,18.35
Thể dục - Thể thao,Huấn luyện thể thao,Trường Đại Học Hồng Đức,7810302,Huấn luyện thể thao,T00; T02; T05; T07,15
Thể dục - Thể thao,Huấn luyện thể thao,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",7810302,Huấn luyện thể thao,T00; T03; T05; T08,15
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Tôn Đức Thắng,7810301,Quản lý thể dục thể thao (Chuyên ngành Kinh doanh thể thao và tổ chức sự kiện),A01; D01; T00; T01,31.3
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Tôn Đức Thắng,7810301G,Quản lý thể dục thể thao (Chuyên ngành Golf),A01; D01; T00; T01,22
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Sư Phạm Hà Nội 2,7810301,Quản lý thể dục thể thao,T01; T02; T00; T05,18
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Trà Vinh,7810301,Quản lý thể dục thể thao,C00; C14; C19; D78,20
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Thể Dục Thể Thao TPHCM,7810301,Quản lý thể dục thể thao,T00; T04; T05; T06,24
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Thể Dục Thể Thao Đà Nẵng,7810301,Quản lý TDTT,B04; C14,22.5
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại học Công Nghệ TPHCM,7810301,Quản lý thể dục thể thao,A00; A01; C00; D01,16
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Thể Dục Thể Thao Bắc Ninh,7810301,Quản lý TDTT,T00; T01; T02; T05,18.35
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại Học Khoa Học – Đại Học Thái Nguyên,7810301,Quản lý Thể dục thể thao,C00; C14; D01; D84,16
Thể dục - Thể thao,Quản lý thể dục thể thao,Trường Đại học Quản lý và công nghệ TPHCM,7810301,Quản lý thể dục thể thao,A01; D01; D03; B04; B08,15
Thể dục - Thể thao,Quản lý thể dục thể thao,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",7810301,Quản lý Thể dục thể thao,T00; T03; T05; T08,15
Thời trang - May mặc,Công nghệ Dệt May,Đại Học Bách Khoa Hà Nội,TX1,Công nghệ Dệt May,A00; A01; D07,22.5
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,112,Dệt - May,A00; A01,55.51
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Công Nghiệp Hà Nội,7540203,"Công nghệ vật liệu dệt, may",A00; A01; D01,20.9
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Công Nghiệp Hà Nội,7540204,"Công nghệ dệt, may",A00; A01; D01,21.9
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Công Nghiệp TPHCM,7540204,"Công nghệ dệt, may",A00; A01; C01; D90,19
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7540204DKD,"Công nghệ dệt, may",A00; A01; C01; D01,17.5
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7540204DKK,"Công nghệ dệt, may",A00; A01; C01; D01,20
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Công Thương TPHCM,7540204,"Công nghệ dệt, may",A00; A01; D01; D07,17
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,7540204,Công nghệ may,H00,30
Thời trang - May mặc,Công nghệ Dệt May,Trường Đại học Sao Đỏ,7540204,"Công nghệ dệt, may",A00; A09; C04; D01,16
Thời trang - May mặc,Công nghệ may,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),A00; A01; D01; D90,21.41
Thời trang - May mặc,Công nghệ may,Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,7540209,Công nghệ may,A00; A01; D01; D07,15
Thời trang - May mặc,Công nghệ may,Trường Đại Học Công Nghiệp Dệt May Hà Nội,7540209,Công nghệ may,A00; A01; B00; D01,15
Thời trang - May mặc,Công nghệ sợi dệt,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7540202DKD,"Công nghệ sợi, dệt",A00; A01; C01; D01,17.5
Thời trang - May mặc,Công nghệ sợi dệt,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,7540202DKK,"Công nghệ sợi, dệt",A00; A01; C01; D01,19
Thời trang - May mặc,Công nghệ sợi dệt,Trường Đại Học Công Nghiệp Dệt May Hà Nội,7540202,Công nghệ sợi dệt,A00; A01; B00; D01,15
Thời trang - May mặc,Kinh doanh thời trang và Dệt may,Trường Đại Học Công Thương TPHCM,7340123,Kinh doanh thời trang và Dệt may,A00; A01; D01; D10,18
Thời trang - May mặc,Kinh doanh thời trang và Dệt may,Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,7340123,Kinh doanh thời trang và Dệt may,A00; A01; D01; D07,15
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Công Nghiệp Hà Nội,7210404,Thiết kế thời trang,A00; A01; D01; D14,23.56
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Công Nghiệp TPHCM,7210404,Thiết kế thời trang,A00; A01; C01; D90,21.25
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Tôn Đức Thắng,7210404,Thiết kế thời trang,H00; H01; H02; H03,30.6
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,7210404V,Thiết kế thời trang (đào tạo bằng tiếng Việt),V01; V02; V07; V09,24.8
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Kiến Trúc TPHCM,7210404,Thiết kế thời trang,H01; H06,24.81
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Mở Hà Nội,7210404,Thiết kế thời trang,H00; H01; H06,19.75
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Kiến Trúc Hà Nội,7210404,Thiết kế thời trang,H00; H02,23.25
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,7210404,Thiết kế thời trang,H00,33.5
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Nguyễn Tất Thành,7210404,Thiết kế thời trang,A00; A01; D01; D14,15
Thời trang - May mặc,Thiết kế thời trang,Đại Học Duy Tân,7210404,Thiết kế thời trang,A00; A16; V01; D01,16
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Văn Lang,7210404,Thiết kế thời trang,H03; H04; H05; H06,16
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Hòa Bình,7210404,Thiết kế thời trang,H00; H01; V00; V01,17
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Đông Á,7210404,Thiết kế thời trang,A00; A01; V00; V01,15
Thời trang - May mặc,Thiết kế thời trang,Trường Đại học Công Nghệ TPHCM,7210404,Thiết kế thời trang,A00; D01; V00; H01,16
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Nghệ Thuật – Đại Học Huế,7210404,Thiết kế Thời trang,H00,18.5
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Hoa Sen,7210404,Thiết kế Thời trang,A01; D01; D09; D14,15
Thời trang - May mặc,Thiết kế thời trang,Trường Đại Học Công Nghiệp Dệt May Hà Nội,7210404,Thiết kế thời trang,D01; V00; V01; H00,18
Thời trang - May mặc,Thiết kế thời trang,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",7210404,Thiết kế thời trang,H00,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Công nghệ chế biến thủy sản,Trường Đại Học Công Thương TPHCM,7540105,Công nghệ chế biến thủy sản,A00; A01; D07; B00,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Công nghệ chế biến thủy sản,Trường Đại Học Cần Thơ,7540105,Công nghệ chế biến thủy sản,A00; A01; B00; D07,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Công nghệ chế biến thủy sản,Trường Đại Học Nha Trang,7540105,Công nghệ chế biến thuỷ sản (02 chuyên ngành: Công nghệ chế biến thủy sản; Công nghệ sau thu hoạch),A01; B00; D01; D07,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Công nghệ chế biến thủy sản,Trường Đại Học Nha Trang,7540105MP,Công nghệ chế biến thuỷ sản (Chương trình Minh Phú - NTU),A01; B00; D01; D07,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Công nghệ chế biến thủy sản,Trường Đại Học Nông Lâm TPHCM,7540105,Công nghệ chế biến thuỷ sản,A00; B00; D07; D08,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Tây Nguyên,7620205,Lâm sinh,A00; A02; B00; B08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Nông Lâm TPHCM,7620202,Lâm nghiệp đô thị,A00; B00; D01; D08,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Lâm nghiệp,7620205,Lâm sinh,A00; A16; B00; D01,16.9
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,7620205,Lâm sinh,A00; B00; C15; D01,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Nông Lâm – Đại Học Huế,7620205,Lâm nghiệp,A00; A02; B00; B03,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,7620202G,Lâm nghiệp đô thị,A00; B00; D01; D08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Nông Lâm – Đại Học Thái Nguyên,7620205,Lâm sinh,A00; B00; C02,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,7620205,Lâm sinh,A00; A01; B00; D01,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm nghiệp,Trường Đại Học Tây Bắc,7620205,Lâm sinh,D08; B00; A02; B04,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm học,Trường Đại Học Nông Lâm TPHCM,7620201,Lâm học,A00; B00; D01; D08,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm học,Trường Đại học Kinh Tế Nghệ An,7620201,Lâm học,A00; A01; B00; D01,18
Thủy sản - Lâm Nghiệp - Nông nghiệp,Lâm học,Trường Đại Học Hồng Đức,7620201,Lâm học,A00; B00; C14; C20,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,CN10,Công nghệ nông nghiệp,A00; A01; B00,22.5
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Học Viện Nông Nghiệp Việt Nam,HVN03,Nông nghiệp,A00; A09; B00; D01,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Quảng Bình,7620101,Nông nghiệp - Khoa học cây trồng - Chăn nuôi,A00; B03; A09; C13,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Trà Vinh,7620101,Nông nghiệp,A00; B00; B08; D90,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Văn Lang,7620118,Nông nghiệp công nghệ cao,A00; B00; D07; D08,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Đông Á,7620101,Nông nghiệp,A00; B00; B08; D01,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại học Việt Nhật - Đại học Quốc gia Hà Nội,7620122,Nông nghiệp thông minh và bền vững,A00; B00; A01; D28; D01; D06,20
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại học Kinh Tế Nghệ An,7620101,Nông nghiệp,A00; A01; B00; D01,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Nông Lâm – Đại Học Huế,7620118,Nông nghiệp công nghệ cao,A00; B00; B03; D08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại Học Nông Lâm – Đại Học Thái Nguyên,7620101,Nông nghiệp công nghệ cao,A00; B00; C02,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông nghiệp,Trường Đại học Nông Lâm Bắc Giang,7620101,Nông nghiệp,A00; A01; B00; D01,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Cần Thơ,7620109,Nông học,B00; B08; D07,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Vinh,7620109,Nông học,A00; B00; D01; B08,16
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Đồng Tháp,7620109,Nông học (Bảo vệ thực vật; Trồng trọt; Chăn nuôi thú y và thủy sản),A00; B00; D07; D08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Quy Nhơn,7620109,Nông học,B00; B03; B04; C08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Nông Lâm TPHCM,7620109,Nông học,A00; B00; D07; D08,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Cửu Long,7620109,Nông học,A00; A01; B00; B03,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,7620109G,Nông học,A00; B00; D07; D08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Tây Bắc,7620109,Nông học,D08; B00; A02; B04,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Nông học,Trường Đại Học Đà Lạt,7620109,Nông học,B00; B08; D07; D90,17
Thủy sản - Lâm Nghiệp - Nông nghiệp,Bảo vệ thực vật,Trường Đại Học Cần Thơ,7620112,Bảo vệ thực vật,B00; B08; D07,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Bảo vệ thực vật,Trường Đại Học An Giang - Đại học Quốc gia TPHCM,7620112,Bảo vệ thực vật,A00; B00; C15; D01,21.9
Thủy sản - Lâm Nghiệp - Nông nghiệp,Bảo vệ thực vật,Trường Đại Học Tây Nguyên,7620112,Bảo vệ thực vật,A00; A02; B00; B08,15
Thủy sản - Lâm Nghiệp - Nông nghiệp,Bảo vệ thực vật,Trường Đại Học Bạc Liêu,7620112,Bảo vệ thực vật,A00; B00; D07; D90,15
